user,item,rating
18,6593,9
18,6587,8
18,8,6
18,3977,7
18,3291,7
18,4085,8
20,1487,8
20,2507,7
20,7663,9
20,6644,8
20,1065,7
20,760,5
20,840,3
20,5808,9
20,802,3
20,6661,7
20,6656,8
20,1014,9
20,4244,8
20,1759,8
20,230,8
20,132,7
20,6659,7
20,2777,6
20,1026,6
20,259,9
20,3946,10
20,2910,10
20,6654,8
20,6653,8
22,1851,7
22,6671,5
22,6669,5
22,6673,9
22,1289,5
22,643,9
22,1034,7
22,220,8
22,1863,8
22,1853,8
22,485,10
22,3152,10
22,1852,7
22,1855,8
22,1070,7
22,1856,10
22,6667,10
22,1859,10
22,1706,9
22,16099,6
22,1857,6
22,1861,7
22,6668,7
22,1860,6
22,2519,6
22,1171,10
24,6789,10
24,4307,7
24,4149,10
24,973,10
24,5469,10
24,6823,8
24,3046,10
24,2208,10
24,6812,10
24,1932,10
24,468,10
24,6731,8
24,6748,7
24,2420,8
24,4428,10
24,833,9
24,6685,8
24,6739,8
24,697,8
24,836,10
24,268,10
24,6770,10
24,6862,10
24,5805,9
24,1765,10
24,1943,9
24,6786,9
24,388,10
24,164,10
24,4359,10
24,6714,10
24,6712,10
24,6866,10
24,622,9
24,1715,8
24,5339,9
24,6844,10
25,820,10
25,1950,7
25,1957,7
25,3815,5
25,1967,5
25,117,7
25,577,10
25,1968,10
25,1238,8
25,5337,10
25,4806,9
25,6876,9
25,900,9
25,704,10
25,1956,6
25,6875,9
25,1972,6
25,1971,6
25,6885,6
25,6884,5
25,76,7
25,6874,9
25,5177,7
25,1955,7
25,1963,7
25,66,10
25,850,7
25,6844,9
25,6871,5
25,6873,6
25,6888,8
26,1910,7
26,6124,8
26,1457,8
26,203,5
26,7863,5
26,2156,7
26,4368,8
26,1980,7
26,8217,7
26,5434,8
26,991,3
26,1981,5
26,5004,7
26,1203,5
26,12001,6
26,1292,7
26,1167,8
26,5,10
26,1978,5
26,9611,6
26,64,5
26,137,5
26,1973,7
26,6454,5
29,2192,10
29,2187,10
29,3470,6
29,6574,10
29,2194,8
29,1289,7
29,547,9
29,1290,8
29,191,10
29,1473,8
29,2197,8
29,2315,7
29,2844,7
29,2846,5
29,2193,10
29,2195,10
29,754,10
29,1091,10
29,1093,10
29,6909,7
29,2204,7
29,6906,7
29,3886,8
29,3885,8
29,6902,7
29,6911,10
29,6907,10
29,6910,9
29,6912,10
29,3391,10
29,6904,5
29,2189,7
29,1808,10
29,1294,10
29,6913,8
29,2808,10
29,722,8
29,1444,7
29,2190,7
29,2191,8
31,2304,10
31,1509,9
31,2313,10
31,276,8
31,6843,9
31,2483,9
31,370,10
31,2528,10
31,633,9
31,6928,10
31,2299,10
31,6191,10
31,604,10
31,770,10
31,2438,9
31,394,10
31,2251,9
31,6927,9
31,1547,5
31,8139,8
31,6812,9
31,1932,10
31,228,10
31,814,10
31,3468,5
31,6926,10
31,6930,10
31,468,8
31,6938,10
31,2216,9
31,252,10
31,3840,9
31,575,10
31,2303,10
31,4899,10
31,2305,10
31,6921,10
31,6064,9
31,760,10
31,113,9
31,912,10
31,5319,10
31,2298,10
31,1880,8
31,6925,8
31,192,9
31,6934,9
31,6922,9
31,1295,9
31,6935,9
31,2309,8
31,4934,10
31,512,10
31,962,10
31,4221,9
31,4051,9
31,6932,9
31,2302,10
31,6760,9
31,1711,8
31,14,10
31,1271,7
31,53,10
31,4050,8
31,129,8
31,2297,6
31,1523,9
31,1466,5
31,2976,10
31,6933,8
31,6915,9
31,2470,10
31,6920,10
31,3330,10
31,410,8
31,737,10
31,556,10
31,6919,10
31,6917,9
31,6924,9
31,6929,9
31,6918,9
31,1018,10
31,4900,8
31,2284,10
31,351,10
31,1300,10
31,1867,5
31,4199,8
31,4130,7
31,6939,10
31,66,10
31,2308,9
31,6936,9
31,620,9
31,6914,9
31,6913,9
31,5285,5
31,2291,10
31,1697,10
31,3161,10
31,1123,9
31,2301,10
31,696,9
31,2109,9
34,6965,9
34,6966,10
34,6973,10
34,6977,8
34,6969,10
34,6978,8
34,2460,10
34,6716,10
34,6958,10
34,6976,8
34,3307,10
34,6972,10
34,1640,10
34,6974,10
34,2463,10
34,2468,10
34,2465,10
34,2469,10
34,6960,10
34,2459,10
34,2466,10
34,2461,10
34,5329,10
34,6962,10
34,3479,10
34,6971,10
34,6961,10
34,1912,10
34,6959,10
34,2462,10
34,4118,10
44,3924,8
44,7024,8
44,2543,10
44,2438,10
44,389,9
44,2899,5
44,1570,10
44,1130,10
44,3682,7
44,2009,8
44,5990,8
44,2197,10
44,7003,8
44,2844,10
44,1789,7
44,631,9
44,7014,10
44,7018,6
44,1370,8
44,834,8
44,2883,3
44,3660,8
44,1277,9
44,7019,10
44,6025,8
44,1993,8
44,2183,10
44,2891,10
44,2897,10
44,2816,10
44,1853,10
44,3482,10
44,7006,10
44,1278,8
44,7015,10
44,7012,10
44,2046,7
44,7010,10
44,2893,10
44,1535,10
44,797,10
44,3022,7
44,7021,6
44,7020,5
44,7009,10
44,2489,7
44,1113,10
44,3687,8
44,2892,9
44,2894,9
44,7013,8
44,3272,9
44,5479,5
44,3464,6
44,2896,7
44,2895,8
44,2900,10
44,7004,10
44,7007,10
44,5502,10
44,7005,10
44,6061,9
44,5983,5
44,7011,10
44,2600,9
44,7017,10
44,7016,8
44,2885,8
44,2596,9
44,2898,8
44,7008,10
44,6627,10
44,7023,4
44,7022,9
44,3811,6
44,2378,8
44,149,5
44,2886,10
47,1487,9
47,3110,8
47,1605,9
47,6262,9
47,3109,9
47,560,8
47,1738,9
47,3112,6
47,845,9
47,1587,10
47,3119,9
47,3120,9
47,802,8
47,504,6
47,1272,5
47,900,6
47,3115,8
47,3108,9
47,3117,8
47,2546,9
47,3114,8
47,3118,7
47,1804,8
47,3113,4
47,3116,8
47,591,9
47,2711,8
47,3107,9
47,7056,10
47,3018,10
47,3111,9
47,55,10
47,2937,9
47,2265,10
47,7055,10
47,2074,10
48,7158,8
48,7002,8
48,5652,9
48,6451,10
48,1439,10
48,369,7
48,4548,10
48,7174,10
48,481,8
48,2969,5
48,7227,6
48,36,10
48,7175,9
48,1116,8
48,7185,9
48,7190,8
48,3036,10
48,7183,7
48,6035,10
48,3506,8
48,2746,9
48,3684,7
48,7191,9
48,1065,8
48,7132,8
48,7131,7
48,7116,9
48,1121,8
48,7224,7
48,2751,7
48,840,4
48,2156,6
48,7118,10
48,886,10
48,1007,9
48,27,7
48,7159,8
48,631,7
48,1777,8
48,2967,8
48,683,10
48,1199,7
48,745,10
48,6656,8
48,1864,10
48,543,10
48,7207,9
48,7193,9
48,7231,10
48,7086,8
48,1893,10
48,2565,10
48,2597,9
48,642,7
48,3453,7
48,229,6
48,7214,9
48,4920,10
48,4559,10
48,6606,10
48,7177,9
48,3152,10
48,725,10
48,6665,9
48,1443,10
48,7236,7
48,6564,10
48,1025,9
48,7172,9
48,987,10
48,3687,9
48,247,7
48,4539,10
48,7232,7
48,2120,7
48,6261,5
48,7166,10
48,1041,3
48,7216,7
48,5098,8
48,7184,10
48,1857,10
48,4488,10
48,5641,10
48,2140,8
48,880,7
48,1018,8
48,7197,8
48,351,8
48,1946,8
48,7230,8
48,7140,7
48,1287,7
48,7126,9
48,7170,9
48,6288,8
48,2152,10
48,756,8
48,7204,8
48,7113,9
48,7117,10
48,1922,10
48,7128,10
48,7130,10
48,7129,10
48,1724,10
48,7217,10
48,6461,10
48,7178,8
49,4823,7
49,3551,5
49,7248,5
49,1081,5
49,329,6
49,7246,3
49,3214,2
49,7264,3
49,291,3
49,114,1
49,7270,5
49,3218,8
49,318,6
49,7279,2
49,867,7
49,1965,9
49,1888,6
49,4872,2
49,7277,2
49,608,8
49,7268,7
49,7266,6
49,7254,6
49,5862,1
49,3238,7
49,5640,5
49,2915,6
49,263,9
49,7276,1
49,3219,6
49,6219,4
49,7280,6
49,190,1
49,6079,7
49,2436,5
49,7269,8
52,3386,10
52,144,10
52,369,8
52,2934,10
52,1665,6
52,4442,9
52,7315,6
52,6502,6
52,7343,8
52,3110,8
52,789,8
52,1116,7
52,1115,7
52,2533,7
52,1600,6
52,7310,5
52,915,6
52,202,9
52,3198,6
52,7338,7
52,5657,10
52,7075,9
52,3383,8
52,4441,6
52,7301,6
52,7351,10
52,7319,8
52,2907,7
52,3684,8
52,7311,8
52,239,6
52,7327,8
52,1169,8
52,848,8
52,7296,7
52,5203,7
52,1727,5
52,5424,10
52,3438,7
52,1461,7
52,566,9
52,7358,7
52,1880,8
52,7333,6
52,7289,8
52,3389,9
52,683,10
52,7313,8
52,7323,8
52,5181,7
52,1094,10
52,298,7
52,2491,6
52,2614,5
52,7330,6
52,2824,7
52,15903,7
52,3387,8
52,4055,8
52,1050,8
52,126,10
52,5622,6
52,997,9
52,5193,8
52,7328,10
52,7316,7
52,2735,6
52,7350,6
52,6682,7
52,6694,7
52,7902,5
52,7326,10
52,1216,8
52,7324,6
52,3672,7
52,5698,8
52,7355,9
52,7341,9
52,826,6
52,3385,8
52,4647,8
52,2038,7
52,7304,8
52,7308,5
52,856,7
52,3196,8
52,7109,7
52,3392,8
52,7342,9
52,55,7
52,7334,7
52,3622,8
52,2289,5
52,7335,5
52,1962,7
52,7332,6
52,554,8
52,3917,9
52,6140,10
52,916,10
52,3296,6
52,2623,7
52,3137,8
52,7291,8
52,173,8
52,4288,8
52,696,9
52,7300,6
53,6307,6
53,6795,8
53,7390,6
53,2084,8
53,276,9
53,144,8
53,2094,8
53,5385,10
53,309,8
53,2208,5
53,289,7
53,888,5
53,3398,9
53,3399,6
53,6833,8
53,1414,7
53,4771,8
53,1199,10
53,7380,5
53,7031,8
53,7386,7
53,3190,9
53,2597,10
53,504,10
53,1888,9
53,7388,9
53,900,9
53,4186,9
53,6217,7
53,7387,9
53,2556,9
53,4898,8
53,7376,5
53,2426,8
53,1136,8
53,786,9
53,7385,9
53,259,2
53,6483,7
53,4052,8
53,1715,9
53,2233,1
53,411,5
53,3400,9
53,799,9
53,1975,3
53,56,10
53,1551,8
53,3403,10
53,3397,7
53,4192,7
53,3296,8
53,4931,5
53,5145,5
57,7551,8
57,6684,8
57,7542,9
57,1938,10
57,7544,8
57,734,8
57,389,6
57,7186,2
57,7547,6
57,7545,5
57,6720,10
57,4112,3
57,6729,7
57,3707,8
57,3702,8
57,7549,8
57,2156,7
57,2282,9
57,2232,7
57,15979,8
57,3660,9
57,3709,7
57,2243,8
57,3275,8
57,6776,8
57,94,8
57,4097,8
57,2370,8
57,957,6
57,7537,8
57,1497,8
57,2038,3
57,728,9
57,2810,10
57,799,8
57,7543,7
57,7548,10
57,2296,8
57,139,4
57,7552,8
57,1629,8
57,2523,9
57,56,10
57,3403,10
57,7368,5
57,2623,10
57,3750,9
59,7353,5
59,391,9
59,7615,9
59,1465,8
59,2796,5
59,2819,10
59,7645,8
59,6120,10
59,4035,9
59,7601,6
59,2395,4
59,4827,9
59,1596,8
59,7567,10
59,256,7
59,7618,10
59,4817,10
59,428,10
59,4070,8
59,1315,10
59,126,8
59,2640,9
59,127,9
59,7294,8
59,388,8
59,20,8
59,7579,7
59,258,8
59,7634,6
59,737,8
59,556,9
59,7633,10
59,7642,8
59,2003,1
59,4527,10
59,7588,8
59,7614,7
59,3739,10
59,7566,3
59,143,7
59,7443,9
60,790,10
60,144,9
60,3795,8
60,289,9
60,994,8
60,3793,8
60,912,10
60,3800,7
60,407,9
60,3792,9
60,2491,10
60,177,10
60,7650,7
60,2848,10
60,7649,9
60,3801,7
60,3794,9
60,2992,10
60,1706,8
60,785,6
60,3790,10
60,3791,7
60,799,8
60,393,10
63,4726,8
63,7677,10
63,5577,8
63,6684,8
63,7806,9
63,7855,8
63,4845,8
63,144,7
63,5850,7
63,7853,9
63,7704,8
63,7705,8
63,7783,8
63,4350,9
63,3493,6
63,4768,10
63,7726,9
63,1460,6
63,585,8
63,1117,8
63,3470,8
63,1288,8
63,3648,10
63,3925,7
63,7797,8
63,7758,8
63,7747,7
63,7759,7
63,1540,6
63,2184,9
63,7815,9
63,7697,10
63,1570,8
63,1130,7
63,3684,8
63,1932,8
63,7671,9
63,7739,9
63,239,7
63,7703,8
63,7849,6
63,7844,8
63,240,6
63,7845,9
63,7825,10
63,3883,7
63,7846,9
63,7843,7
63,7708,8
63,7847,7
63,7830,7
63,547,8
63,7673,7
63,744,9
63,643,8
63,994,9
63,2919,6
63,2280,7
63,7689,9
63,5203,6
63,253,8
63,7796,8
63,7828,9
63,7816,8
63,204,8
63,5124,8
63,11312,7
63,6813,6
63,1836,9
63,3520,8
63,196,8
63,3335,7
63,7805,8
63,2970,6
63,3968,6
63,7840,6
63,520,6
63,82,9
63,7154,6
63,7306,8
63,7841,7
63,7682,9
63,7725,8
63,7731,7
63,7756,7
63,497,7
63,2267,9
63,7839,8
63,7803,8
63,706,8
63,2186,8
63,123,7
63,7701,9
63,921,7
63,3514,8
63,1219,7
63,1191,7
63,1489,8
63,2700,8
63,3217,8
63,946,8
63,6639,6
63,6650,8
63,4088,9
63,1640,9
63,3284,7
63,25,10
63,4,9
63,967,8
63,7772,7
63,2658,8
63,7834,8
63,1681,7
63,7836,7
63,863,9
63,7177,7
63,7738,7
63,7727,7
63,2335,9
63,3077,7
63,1830,7
63,3564,8
63,7717,7
63,1292,8
63,7691,8
63,7790,7
63,4345,7
63,3826,8
63,7770,7
63,5855,7
63,7800,7
63,7263,8
63,3975,8
63,726,8
63,7678,7
63,2451,9
63,1855,9
63,3767,8
63,1656,8
63,7771,7
63,167,8
63,7798,6
63,7681,8
63,1070,8
63,7793,7
63,3848,9
63,11913,10
63,1291,10
63,5180,8
63,7831,8
63,7670,9
63,6819,8
63,4361,9
63,7826,10
63,6666,6
63,7832,9
63,7763,9
63,7827,7
63,7371,8
63,2915,6
63,3853,7
63,7784,7
63,7722,10
63,5552,8
63,1366,9
63,2120,8
63,16184,9
63,2992,10
63,7672,7
63,2057,10
63,1440,10
63,2983,7
63,7779,7
63,7780,8
63,410,7
63,2755,8
63,1771,8
63,7782,9
63,7822,10
63,2359,8
63,7694,9
63,1303,8
63,2929,7
63,7690,8
63,607,8
63,6534,6
63,1906,9
63,757,7
63,2493,10
63,4834,8
63,7411,8
63,2233,7
63,3837,9
63,7336,8
63,56,7
63,1338,8
63,32,9
63,765,8
63,7435,9
63,7848,6
63,6559,8
63,7775,7
63,2385,6
63,7768,7
63,7774,8
63,1539,8
63,6593,8
63,3855,9
63,6607,7
63,38,9
63,143,7
63,3843,7
63,1562,8
63,7685,6
63,7728,6
63,3915,6
63,7679,7
63,7712,6
69,4116,9
69,6684,10
69,7930,10
69,4127,10
69,7931,10
69,369,10
69,530,10
69,2438,5
69,5921,10
69,7547,10
69,4441,7
69,3130,7
69,4113,7
69,1570,10
69,1595,10
69,7941,10
69,2890,9
69,3684,10
69,2884,10
69,7951,10
69,2902,10
69,3417,10
69,4119,10
69,4112,6
69,7954,9
69,7966,6
69,4111,8
69,2282,10
69,7306,10
69,7946,9
69,7940,9
69,4122,10
69,1414,9
69,846,10
69,320,10
69,7939,10
69,7046,6
69,22,2
69,7929,8
69,306,10
69,2243,10
69,7965,7
69,727,8
69,3954,9
69,4121,10
69,4114,10
69,7339,10
69,4117,8
69,4128,10
69,5902,8
69,5359,10
69,94,10
69,4123,10
69,7928,10
69,7949,10
69,7950,9
69,5546,10
69,7952,3
69,3485,10
69,4126,10
69,4644,10
69,3230,10
69,2148,10
69,7960,3
69,5094,10
69,3869,10
69,2755,10
69,3121,10
69,7947,10
69,6389,10
69,1770,10
69,2772,10
69,1222,10
69,4125,10
69,6856,7
69,6095,6
69,3403,7
69,6408,10
69,7958,7
69,7926,10
69,5090,10
69,7942,10
69,7953,8
69,3811,10
69,7925,10
69,2817,10
69,4115,10
69,7935,10
69,7933,10
71,387,7
71,2084,6
71,7986,9
71,7980,8
71,6017,9
71,5702,8
71,6637,8
71,6294,8
71,4196,9
71,2507,9
71,810,7
71,297,9
71,219,8
71,2208,7
71,281,9
71,7994,9
71,4113,8
71,4758,8
71,7996,8
71,7053,8
71,438,7
71,4325,7
71,2963,7
71,960,8
71,1023,8
71,918,7
71,1880,7
71,6833,9
71,6922,6
71,497,8
71,5413,7
71,7999,9
71,4407,9
71,3030,10
71,2491,7
71,7985,8
71,593,8
71,966,8
71,3010,8
71,3035,7
71,1714,8
71,366,9
71,7993,8
71,5804,8
71,243,9
71,599,7
71,948,8
71,7812,7
71,5260,9
71,4161,8
71,2687,9
71,2219,8
71,795,7
71,8000,10
71,5408,8
71,7988,7
71,132,10
71,2470,6
71,3953,9
71,1508,8
71,7997,7
71,2218,8
71,2022,9
71,7998,8
71,5750,10
71,2983,9
71,737,8
71,2535,7
71,1160,8
71,4199,5
71,1463,8
71,8006,7
71,5443,8
71,2780,9
71,7990,8
71,5786,9
71,313,8
71,4192,7
71,7984,9
71,4607,9
73,4660,9
73,276,9
73,594,10
73,73,7
73,2483,10
73,734,10
73,105,8
73,3659,8
73,8012,10
73,3704,10
73,723,9
73,4220,8
73,7758,10
73,8014,10
73,1065,10
73,2332,9
73,228,10
73,7509,10
73,848,8
73,1789,9
73,2100,10
73,2173,8
73,253,7
73,2267,10
73,4730,8
73,816,8
73,78,10
73,8013,10
73,593,10
73,2183,10
73,4217,9
73,243,9
73,4604,9
73,3773,9
73,14,10
73,4817,10
73,429,10
73,1052,10
73,8015,10
73,8016,10
73,2837,9
73,1440,8
73,259,10
73,1328,10
73,2929,5
73,223,10
73,1018,10
73,4067,10
73,620,7
73,4693,9
73,7113,10
73,4593,10
73,3433,9
73,4210,7
73,235,10
76,225,8
76,2539,8
76,4286,8
76,4283,9
76,8079,8
76,2881,7
76,3099,7
76,798,9
76,8080,5
76,424,8
76,4772,6
76,2470,8
76,4284,7
76,1726,9
76,4287,8
76,791,7
76,4762,6
76,765,9
76,4288,8
76,4431,7
78,8134,8
78,6452,9
78,4975,9
78,4373,8
78,1458,8
78,4372,8
78,202,9
78,8124,7
78,4371,10
78,8123,10
78,1547,9
78,8139,8
78,281,8
78,8125,8
78,1872,9
78,1127,7
78,8128,7
78,8146,8
78,3511,8
78,8135,10
78,2100,10
78,4370,7
78,2072,10
78,816,10
78,8152,9
78,802,8
78,6314,7
78,7040,8
78,1028,8
78,682,8
78,5216,6
78,6084,8
78,1659,7
78,2490,9
78,8151,8
78,8150,8
78,8133,9
78,8119,7
78,6625,7
78,8140,10
78,6207,9
78,4489,10
78,147,10
78,590,7
78,8143,7
78,233,8
78,949,7
78,1440,8
78,1427,8
78,4729,4
78,4375,10
78,2991,7
78,3164,8
78,8142,8
78,1565,7
78,8149,7
78,8120,10
78,1336,10
78,2596,9
78,2288,10
78,7115,10
78,3797,10
78,2070,10
78,2372,8
83,11599,7
83,4803,7
83,114,7
83,115,9
83,1481,9
83,14974,8
83,14011,6
83,1704,10
83,2004,9
83,1489,9
83,8220,9
83,1889,9
83,7681,7
83,6397,9
83,13026,8
83,3780,9
83,8207,9
83,3553,7
83,9431,7
83,10744,9
83,5588,9
83,8201,8
83,8221,7
83,8202,10
83,8057,10
90,4548,8
90,483,9
90,8260,8
90,7709,8
90,7710,8
90,8261,8
90,8262,8
90,2267,10
90,4676,5
90,3372,6
90,3577,3
90,4673,5
90,4674,5
90,3735,5
90,14,7
90,997,7
90,498,8
90,4597,8
90,4640,7
90,1497,7
90,8258,7
90,2767,5
90,2766,5
90,7801,5
90,5562,5
90,4234,5
90,3322,5
90,8257,5
90,3210,5
90,2637,5
90,3736,5
90,8269,5
90,732,5
90,4675,7
90,6190,5
90,5022,5
92,4737,5
92,8292,7
92,6869,8
92,3482,5
92,7661,7
92,940,3
92,1893,7
92,4735,7
92,5525,7
92,5524,6
92,8287,6
92,7015,7
92,2268,7
92,4738,6
92,4739,8
92,5122,10
92,8290,10
92,8289,10
92,4740,8
92,8293,10
92,4736,9
92,2750,8
92,2261,10
92,4734,10
92,8291,6
92,5617,9
93,1929,6
93,8333,3
93,8336,8
93,6191,3
93,1288,4
93,8335,4
93,7169,10
93,8350,10
93,1269,6
93,744,10
93,1233,5
93,8352,6
93,1079,7
93,2801,5
93,2955,10
93,3959,8
93,948,7
93,8347,8
93,8338,6
93,7258,10
93,8318,10
93,8317,5
93,2042,9
93,8326,4
93,4009,10
93,8345,5
93,6981,6
93,1354,6
93,8346,8
93,8344,7
93,1715,6
93,8325,5
93,1927,7
93,8348,9
93,8327,7
93,8329,7
93,3044,8
93,1562,8
94,4803,8
94,8355,9
94,8376,10
94,8361,9
94,116,10
94,3488,9
94,8358,7
94,8369,8
94,7086,8
94,2955,10
94,3190,10
94,2597,7
94,8368,9
94,1119,6
94,920,9
94,519,8
94,8385,10
94,8359,9
94,8363,8
94,8387,8
94,1136,10
94,8370,10
94,8364,8
94,1635,9
94,8378,10
94,6835,8
99,2304,8
99,1092,8
99,4975,9
99,4973,5
99,1099,6
99,4970,7
99,281,9
99,1155,7
99,228,8
99,610,8
99,4666,8
99,2844,9
99,2845,8
99,2868,9
99,493,8
99,8459,8
99,6178,9
99,3487,9
99,8457,8
99,2846,9
99,943,9
99,3799,5
99,2282,10
99,4976,10
99,8010,7
99,4984,10
99,1094,9
99,8458,10
99,407,10
99,4974,10
99,8460,9
99,940,10
99,1714,10
99,2955,10
99,3190,9
99,2597,10
99,2335,8
99,4972,5
99,443,5
99,4971,5
99,5171,4
99,4968,8
99,4967,8
99,4966,9
99,3022,8
99,7021,8
99,7020,8
99,3953,8
99,7950,6
99,4977,10
99,2263,9
99,4979,10
99,4981,9
99,4980,8
99,4983,9
99,4985,7
99,4978,9
99,4816,9
99,4982,10
99,4995,9
99,1136,10
99,8461,6
99,64,8
99,2895,9
99,799,8
99,4986,10
99,6428,8
99,2343,7
99,1294,8
99,1293,9
99,1962,8
101,2631,7
101,8481,8
101,1352,8
101,7703,10
101,8482,9
101,15276,7
101,6707,8
101,7721,8
101,7284,8
101,8471,9
101,8472,8
101,3331,8
101,3099,10
101,8502,8
101,4954,8
101,5635,10
101,7838,8
101,8486,9
101,6606,9
101,8507,9
101,8500,9
101,515,9
101,5056,7
101,1926,7
101,8234,9
101,8484,8
101,13420,8
101,1366,8
101,4474,8
101,8505,8
101,8499,10
101,6501,7
101,4834,9
101,3193,7
101,38,7
101,7444,6
103,1792,5
103,369,7
103,5144,7
103,3671,9
103,8513,7
103,228,9
103,3299,5
103,3404,9
103,5140,3
103,5143,1
103,208,7
103,318,7
103,407,9
103,3394,7
103,993,5
103,2610,7
103,948,7
103,4,6
103,5139,7
103,1523,2
103,2718,7
103,247,6
103,2711,4
103,548,6
103,2151,6
103,410,8
103,3062,5
103,139,7
103,5148,3
103,8,1
103,5147,5
103,143,8
103,5145,8
105,9779,10
105,927,10
105,1180,4
105,5270,5
105,3435,3
105,8751,9
105,8757,9
105,8756,6
105,5271,7
105,8761,7
105,6007,7
105,3479,9
105,54,8
